MD/m ,TVDSS/m ,PP,CP,CP-Time,LCP,FP,PP,CP,CP-Time,LCP,FP,E,Poissons ration,Friction Angle,UCS,Depth Name
,,SG,SG,SG,SG,SG,psi,psi,psi,psi,psi,GPa,/,Friction Angle,SG,
2144,2144,1.04,0.93,0.93,1.68,1.8,3219,2881.3,2881.3,5229.7,5607.1,13.85,0.18,38.78,56.98,
2146,2146,1.04,0.91,0.91,1.68,1.8,3222.4,2825.2,2825.2,5235.1,5612.8,14.11,0.18,38.49,59.07,
2148,2148,1.04,0.89,0.89,1.68,1.8,3225.8,2787.9,2787.9,5240.4,5618.6,14.28,0.18,38.29,60.48,
2150,2150,1.04,0.9,0.9,1.68,1.8,3229.2,2812.6,2812.6,5245.9,5624.4,14.2,0.18,38.38,59.81,
2152,2152,1.04,0.91,0.91,1.68,1.8,3232.6,2839.6,2839.6,5251.3,5630.2,14.12,0.18,38.49,59.05,
2154,2154,1.04,0.89,0.89,1.68,1.8,3235.9,2779.9,2779.9,5256.7,5636,14.38,0.18,38.18,61.22,
2156,2156,1.04,0.89,0.89,1.68,1.8,3239.3,2792.6,2792.6,5262.2,5641.9,14.36,0.18,38.22,60.95,
2158,2158,1.04,0.91,0.91,1.68,1.8,3242.7,2856,2856,5267.6,5647.8,14.13,0.18,38.5,58.97,
2160,2160,1.04,0.9,0.9,1.68,1.8,3246.1,2834.4,2834.4,5273,5653.5,14.24,0.18,38.38,59.86,
2162,2162,1.04,0.93,0.93,1.68,1.8,3249.5,2902.9,2902.9,5278.4,5659.3,13.99,0.18,38.68,57.68,
2164,2164,1.04,0.93,0.93,1.68,1.8,3252.9,2925.4,2925.4,5283.7,5665,13.92,0.18,38.77,57.06,
2166,2166,1.04,0.92,0.92,1.68,1.81,3256.3,2897,2897,5289,5670.7,14.06,0.18,38.61,58.2,
