depth,dt,rhob,pp,omega_v,omega_h_caps,omega_h,e,poissons_ration,friction_agnle,ucs,cp,cp_timer,lcp,fp
2028.00,67.28,2.64,1.03,2.23,1.92,1.67,13.88,0.18,38.35,60.07,0.86,0.86,1.67,1.79
2030.00,67.28,2.62,1.03,2.23,1.92,1.67,13.77,0.18,38.49,59.05,0.87,0.87,1.67,1.79
2032.00,67.28,2.58,1.03,2.23,1.92,1.67,13.62,0.18,38.69,57.67,0.88,0.88,1.67,1.79
2034.00,67.28,2.67,1.03,2.23,1.92,1.67,14.04,0.18,38.17,61.29,0.85,0.85,1.67,1.79
2036.00,67.28,2.43,1.03,2.23,1.92,1.67,12.98,0.18,39.45,52.14,0.94,0.94,1.67,1.79
2038.00,67.28,2.62,1.03,2.23,1.92,1.67,13.81,0.18,38.47,59.21,0.87,0.87,1.67,1.79
2040.00,67.28,2.60,1.03,2.23,1.92,1.67,13.74,0.18,38.56,58.55,0.88,0.88,1.67,1.79
2042.00,67.28,2.62,1.03,2.23,1.92,1.67,13.84,0.18,38.46,59.30,0.87,0.87,1.67,1.79
2044.00,67.28,2.50,1.03,2.23,1.92,1.67,13.30,0.18,39.11,54.61,0.92,0.92,1.67,1.79
2046.00,67.28,2.42,1.03,2.23,1.92,1.67,12.94,0.18,39.53,51.53,0.95,0.95,1.67,1.79
2048.00,67.28,2.56,1.03,2.23,1.92,1.67,13.59,0.18,38.77,57.06,0.89,0.89,1.67,1.79
2050.00,67.28,2.59,1.03,2.23,1.92,1.67,13.70,0.18,38.65,57.94,0.89,0.89,1.67,1.79
2052.00,67.28,2.62,1.03,2.23,1.92,1.67,13.87,0.18,38.45,59.36,0.87,0.87,1.67,1.79
2054.00,67.28,2.65,1.03,2.23,1.92,1.67,14.00,0.18,38.29,60.43,0.86,0.86,1.67,1.79
2056.00,67.28,2.66,1.03,2.23,1.92,1.67,14.06,0.18,38.23,60.91,0.86,0.86,1.67,1.79
2058.00,67.28,2.74,1.03,2.23,1.92,1.67,14.38,0.18,37.83,63.63,0.83,0.83,1.67,1.80
2060.00,67.28,2.65,1.03,2.23,1.92,1.67,14.03,0.18,38.28,60.51,0.86,0.86,1.67,1.80
2062.00,67.28,2.71,1.03,2.23,1.92,1.67,14.27,0.18,37.98,62.59,0.84,0.84,1.67,1.80
2064.00,67.28,2.71,1.03,2.24,1.92,1.68,14.27,0.18,38.00,62.48,0.85,0.85,1.68,1.80
2066.00,67.28,2.41,1.03,2.24,1.92,1.68,12.98,0.18,39.54,51.43,0.95,0.95,1.68,1.80
2068.00,67.28,2.46,1.03,2.24,1.92,1.68,13.19,0.18,39.32,53.12,0.94,0.94,1.68,1.80
2070.00,67.28,2.59,1.03,2.24,1.92,1.68,13.79,0.18,38.61,58.22,0.89,0.89,1.68,1.80
2072.00,67.28,2.56,1.03,2.24,1.92,1.68,13.67,0.18,38.76,57.11,0.90,0.90,1.68,1.80
2074.00,67.28,2.50,1.03,2.24,1.92,1.68,13.38,0.18,39.11,54.60,0.93,0.93,1.68,1.80
2076.00,67.28,2.64,1.03,2.24,1.92,1.68,13.99,0.18,38.39,59.79,0.88,0.88,1.68,1.80
2078.00,67.28,2.51,1.03,2.24,1.92,1.68,13.43,0.18,39.06,54.97,0.92,0.92,1.68,1.80
2080.00,67.28,2.56,1.03,2.24,1.92,1.68,13.67,0.18,38.79,56.92,0.91,0.91,1.68,1.80
2082.00,67.28,2.67,1.03,2.24,1.92,1.68,14.18,0.18,38.17,61.28,0.86,0.86,1.68,1.80
2084.00,67.28,2.59,1.03,2.24,1.92,1.68,13.81,0.18,38.64,58.01,0.90,0.90,1.68,1.80
2086.00,67.28,2.54,1.03,2.24,1.92,1.68,13.61,0.18,38.88,56.30,0.91,0.91,1.68,1.80
2088.00,67.29,2.57,1.03,2.24,1.92,1.68,13.72,0.18,38.75,57.22,0.91,0.91,1.68,1.80
2090.00,67.29,2.47,1.03,2.24,1.92,1.68,13.27,0.18,39.28,53.37,0.94,0.94,1.68,1.80
2092.00,67.29,2.50,1.03,2.24,1.92,1.68,13.42,0.18,39.12,54.52,0.93,0.93,1.68,1.80
2094.00,67.29,2.67,1.03,2.24,1.92,1.68,14.19,0.18,38.20,61.08,0.87,0.87,1.68,1.80
2096.00,67.29,2.67,1.03,2.24,1.93,1.68,14.20,0.18,38.20,61.12,0.87,0.87,1.68,1.80
2098.00,67.29,2.68,1.03,2.24,1.93,1.68,14.24,0.18,38.15,61.43,0.87,0.87,1.68,1.80
2100.00,67.29,2.65,1.03,2.24,1.93,1.68,14.11,0.18,38.32,60.24,0.88,0.88,1.68,1.80
2102.00,67.29,2.67,1.03,2.24,1.93,1.68,14.21,0.18,38.20,61.09,0.87,0.87,1.68,1.80
2104.00,67.29,2.62,1.03,2.24,1.93,1.68,13.98,0.18,38.49,59.05,0.89,0.89,1.68,1.80
2106.00,67.29,2.70,1.03,2.24,1.93,1.68,14.37,0.18,38.02,62.35,0.86,0.86,1.68,1.80
2108.00,67.29,2.66,1.03,2.24,1.93,1.68,14.17,0.18,38.28,60.55,0.88,0.88,1.68,1.80
2110.00,67.29,2.65,1.03,2.24,1.93,1.68,14.13,0.18,38.33,60.19,0.88,0.88,1.68,1.80
2112.00,67.29,2.66,1.03,2.24,1.93,1.68,14.19,0.18,38.26,60.64,0.88,0.88,1.68,1.80
2114.00,67.29,2.68,1.03,2.24,1.93,1.68,14.29,0.18,38.15,61.45,0.87,0.87,1.68,1.80
2116.00,67.29,2.64,1.03,2.24,1.93,1.68,14.12,0.18,38.37,59.87,0.89,0.89,1.68,1.80
2118.00,67.29,2.61,1.03,2.24,1.93,1.68,13.97,0.18,38.55,58.62,0.90,0.90,1.68,1.80
2120.00,67.29,2.56,1.03,2.25,1.93,1.68,13.79,0.18,38.78,56.97,0.92,0.92,1.68,1.80
2122.00,67.29,2.65,1.03,2.25,1.93,1.68,14.21,0.18,38.28,60.52,0.89,0.89,1.68,1.80
2124.00,67.29,2.63,1.03,2.25,1.93,1.68,14.11,0.18,38.40,59.66,0.89,0.89,1.68,1.80
2126.00,67.29,2.63,1.03,2.25,1.93,1.68,14.11,0.18,38.42,59.55,0.90,0.90,1.68,1.80
2128.00,67.29,2.71,1.03,2.25,1.93,1.68,14.48,0.18,37.97,62.70,0.87,0.87,1.68,1.80
2130.00,67.29,2.69,1.03,2.25,1.93,1.68,14.37,0.18,38.11,61.71,0.88,0.88,1.68,1.80
2132.00,67.29,2.63,1.03,2.25,1.93,1.68,14.14,0.18,38.40,59.67,0.90,0.90,1.68,1.80
2134.00,67.29,2.57,1.03,2.25,1.93,1.68,13.88,0.18,38.71,57.47,0.92,0.92,1.68,1.80
2136.00,67.29,2.57,1.03,2.25,1.93,1.68,13.86,0.18,38.75,57.23,0.92,0.92,1.68,1.80
2138.00,67.29,2.55,1.03,2.25,1.93,1.68,13.77,0.18,38.86,56.41,0.93,0.93,1.68,1.80
2140.00,67.29,2.58,1.03,2.25,1.93,1.68,13.94,0.18,38.67,57.79,0.92,0.92,1.68,1.80
2142.00,67.29,2.69,1.04,2.25,1.93,1.68,14.41,0.18,38.11,61.73,0.88,0.88,1.68,1.80
2144.00,67.29,2.56,1.04,2.25,1.93,1.68,13.85,0.18,38.78,56.98,0.93,0.93,1.68,1.80
2146.00,67.29,2.62,1.04,2.25,1.93,1.68,14.11,0.18,38.49,59.07,0.91,0.91,1.68,1.80
2148.00,67.29,2.65,1.04,2.25,1.93,1.68,14.28,0.18,38.29,60.48,0.89,0.89,1.68,1.80
2150.00,67.29,2.64,1.04,2.25,1.93,1.68,14.20,0.18,38.38,59.81,0.90,0.90,1.68,1.80
2152.00,67.29,2.62,1.04,2.25,1.93,1.68,14.12,0.18,38.49,59.05,0.91,0.91,1.68,1.80
2154.00,67.29,2.67,1.04,2.25,1.93,1.68,14.38,0.18,38.18,61.22,0.89,0.89,1.68,1.80
2156.00,67.29,2.67,1.04,2.25,1.93,1.68,14.36,0.18,38.22,60.95,0.89,0.89,1.68,1.80
2158.00,67.29,2.61,1.04,2.25,1.93,1.68,14.13,0.18,38.50,58.97,0.91,0.91,1.68,1.80
2160.00,67.29,2.64,1.04,2.25,1.93,1.68,14.24,0.18,38.38,59.86,0.90,0.90,1.68,1.80
2162.00,67.29,2.58,1.04,2.25,1.93,1.68,13.99,0.18,38.68,57.68,0.93,0.93,1.68,1.80
2164.00,67.29,2.56,1.04,2.25,1.93,1.68,13.92,0.18,38.77,57.06,0.93,0.93,1.68,1.80
2166.00,67.29,2.59,1.04,2.25,1.93,1.68,14.06,0.18,38.61,58.20,0.92,0.92,1.68,1.81
